title~views~uptime_y~uptime_m~uptime_d~link
'Jimin's Production Diary' Main Trailer~910,836~0~2~55~https://www.youtube.com/watch?v=3DRGYkRNdsd1Y
'Jimin's Production Diary' Teaser Trailer~755,409~0~2~57~https://www.youtube.com/watch?v=3Djvq-6XUeh_A
[=EC=8A=88=EC=B7=A8=ED=83=80] EP.19 TEASER~779,760~0~2~57~https://www.youtube.com/watch?v=3DL6ynJ8sftQU
[BANGTAN BOMB] Welcome to BTS Class, Mr. Camera! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,789,026~9~110~3339~https://www.youtube.com/watch?v=3Db2HW2rFpedI
[BANGTAN BOMB] Let's intercept SUGA! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~749,740~9~110~3339~https://www.youtube.com/watch?v=3DpYd3rqxPG6k
[BANGTAN BOMB] Hello, Jin! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,016,908~9~110~3339~https://www.youtube.com/watch?v=3DYdz5rcEkuFo
[EPISODE] 140218 It's a j-hope-ful day!~4,065,034~9~110~3339~https://www.youtube.com/watch?v=3DgmHSkE8FwP0
[EPISODE] 'Skool Luv Affair' Jacket Photo shooting Sketch~1,457,705~9~110~3339~https://www.youtube.com/watch?v=3D5VgUSjMEcTM
[EPISODE] '=EC=83=81=EB=82=A8=EC=9E=90(Boy In Luv)' MV shooting Sketch~10,285,615~9~110~3339~https://www.youtube.com/watch?v=3DGQEunnh8MKE
[BANGTAN BOMB] Free Dance Time in front of A.R.M.Y _140113 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~16,118,641~9~110~3339~https://www.youtube.com/watch?v=3DOvhTNVyxTpA
[BANGTAN BOMB] before last stage of Japan showcase - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~610,086~9~110~3339~https://www.youtube.com/watch?v=3DTowm2Iqm4lE
[BANGTAN BOMB] Do you know 'Clon - Kung Ddari Sha Bah Rah'? - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~750,610~9~110~3339~https://www.youtube.com/watch?v=3DDazoanKQfKE
[BANGTAN BOMB] Just watching Jung Kook lip sync show~13,340,341~9~110~3339~https://www.youtube.com/watch?v=3D0-XR2iLEUQY
140105 =EB=9E=A9=EB=AA=AC=EC=8A=A4=ED=84=B0~76,929~9~110~3339~https://www.youtube.com/watch?v=3Dj-zLeB9d7kU
[BANGTAN BOMB] Hanbok dance time (shooting by Jimin) - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,620,567~9~110~3339~https://www.youtube.com/watch?v=3DJamUN0W707E
[BANGTAN BOMB] Jump! Jimin entered the high jump!~17,996,889~9~110~3339~https://www.youtube.com/watch?v=3DivjnwAR91Sk
140126 =EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8~525,954~9~110~3339~https://www.youtube.com/watch?v=3DhIdYAQNX4zQ
=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 Lunar New Year's day greeting~208,919~9~110~3339~https://www.youtube.com/watch?v=3DVWPcUUmM3C0
[BANGTAN BOMB] Show your feelings by using your body! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~879,163~9~110~3339~https://www.youtube.com/watch?v=3D5inzqW7gIaw
[BANGTAN BOMB] Drawing their 2014! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,268,753~9~110~3339~https://www.youtube.com/watch?v=3DE0JgpDCg5gs
[BANGTAN BOMB] Show your powerful sexy wave! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~612,190~9~110~3339~https://www.youtube.com/watch?v=3DE5QwpgNPLWs
140104 =EC=A7=84~83,064~9~110~3339~https://www.youtube.com/watch?v=3DKnKnel67cI0
[BANGTAN BOMB] V is doing weird dance  - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~904,517~9~110~3339~https://www.youtube.com/watch?v=3DoKfRBMJb5Zk
[BANGTAN BOMB] Trot rookies on standby time of rehearsal - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,174,831~9~110~3339~https://www.youtube.com/watch?v=3DHHHRfKyQc9c
140103 =EC=A7=80=EB=AF=BC~106,907~9~110~3339~https://www.youtube.com/watch?v=3Djs7sCcKYDk8
140101 V~157,311~9~110~3339~https://www.youtube.com/watch?v=3DP20MzLszlzE
[BANGTAN BOMB] BTS in the 28th Golden Disk Awards - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~487,058~9~110~3339~https://www.youtube.com/watch?v=3DQsQQfJRjD48
[BANGTAN BOMB] RINGA LINGA (by TAEYANG of BIGBANG) DANCE PARTY~6,742,080~9~110~3339~https://www.youtube.com/watch?v=3D5MS31Qr23Ic
[BANGTAN BOMB] Jungkook...Jimin is elder than you LOL - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,057,121~9~110~3339~https://www.youtube.com/watch?v=3D1MHRYNiPt_I
[BANGTAN BOMB] BTS on runway like Model - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~5,214,535~9~110~3339~https://www.youtube.com/watch?v=3DFSeQhLb6gyo
[BANGTAN BOMB] V's birthday episode - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,927,552~9~110~3339~https://www.youtube.com/watch?v=3DPQxb1UdHHmc
[BANGTAN BOMB] 2014 New year's greeting from BTS - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~471,017~9~110~3339~https://www.youtube.com/watch?v=3DKhQS7eFUPu8
[BANGTAN BOMB] Dancing by Jimin &amp; shooting by Jung Kook - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,302,261~9~110~3339~https://www.youtube.com/watch?v=3D6FHHCUYcQrQ
=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 MBC =EA=B0=80=EC=9A=94=EB=8C=80=EC=A0=9C=EC=A0=84 performance practice~3,000,119~9~110~3339~https://www.youtube.com/watch?v=3DwFTImbQbXdk
[BANGTAN BOMB] Sudden...Suddenly attack! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,839,230~9~110~3339~https://www.youtube.com/watch?v=3DsnRd8bErrzk
131204 =EC=A7=84~94,160~9~110~3339~https://www.youtube.com/watch?v=3DKEg4md8I6X4
=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 SBS =EA=B0=80=EC=9A=94=EB=8C=80=EC=A0=84 performance practice~13,150,402~9~110~3339~https://www.youtube.com/watch?v=3Dj2rS6vXApF0
[BANGTAN BOMB] BTS Magic show - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~7,359,771~9~110~3339~https://www.youtube.com/watch?v=3DVNfRVWGi-YQ
[BANGTAN BOMB] Movie Director Jung Kook - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,048,229~9~110~3339~https://www.youtube.com/watch?v=3DFoxi_McXzUo
=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 Global Official Fanclub A.R.M.Y.~431,536~9~110~3339~https://www.youtube.com/watch?v=3DkfuH-6lbSbk
[BTS =EA=BF=80 FM 06.13] The very happy Christmas with BTS!~910,443~9~110~3339~https://www.youtube.com/watch?v=3DKkjyR1LvxNU
[BANGTAN BOMB] Photographer j-hope &amp; Jung Kook lol - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~429,630~9~110~3339~https://www.youtube.com/watch?v=3DxH1OXsXJIec
131123 =EC=A0=95=EA=B5=AD~141,586~9~110~3339~https://www.youtube.com/watch?v=3De6WHejv_UtQ
[BANGTAN BOMB] BTS likes =EB=AC=B8=EC=9D=84 =EC=97=AC=EC=8B=9C=EC=98=A4 (Open the Door) of =EC=9E=84=EC=B0=BD=EC=A0=95 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,195,786~9~110~3339~https://www.youtube.com/watch?v=3DMh1d82riryY
[BANGTAN BOMB] Jimin's Sexy dance one point lesson~2,558,020~9~110~3339~https://www.youtube.com/watch?v=3DiHc7a8lHOGM
131122 =EC=A7=84 &amp; V~440,290~9~110~3339~https://www.youtube.com/watch?v=3DsOEEzKZjUxA
[BANGTAN BOMB] Attack on BTS at dance practice 2 - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,112,043~9~110~3339~https://www.youtube.com/watch?v=3D7PE_zqQPHd4
131119 =EC=8A=88=EA=B0=80&amp;=EC=A7=80=EB=AF=BC~123,457~9~110~3339~https://www.youtube.com/watch?v=3DQhy5lLseWEc
[BANGTAN BOMB] Do you know how to bounce?~636,674~9~110~3339~https://www.youtube.com/watch?v=3DXS8nWfYk3gw
[BANGTAN BOMB] BTS Style 'NO.9' of T-ara at the ready time - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,021,352~9~110~3339~https://www.youtube.com/watch?v=3DECjXyrtE24s
131116 =EB=9E=A9=EB=AA=AC=EC=8A=A4=ED=84=B0&amp;=EC=A0=9C=EC=9D=B4=ED=99=89~89,968~9~110~3339~https://www.youtube.com/watch?v=3DZX2JUuk2h3g
[BANGTAN BOMB] Jin's Bithday party (shooting by V PD) - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,482,170~9~110~3339~https://www.youtube.com/watch?v=3D0HIjeZge6JA
[BANGTAN BOMB] Practicing Special MC ment - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,032,840~9~110~3339~https://www.youtube.com/watch?v=3DUsGRoMgiGIA
[BANGTAN BOMB] BTS style 'Hush' of Miss A~5,303,580~9~110~3339~https://www.youtube.com/watch?v=3DilwmwPxpKLg
[BANGTAN BOMB] V's solo dance in the night - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,835,611~9~110~3339~https://www.youtube.com/watch?v=3DNQdM-6YKT_o
[BANGTAN BOMB] Rap Monster's Change Magic show! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,346,732~9~110~3339~https://www.youtube.com/watch?v=3Dd0AGo6-r7uI
[BANGTAN BOMB] Today's Letter deliverer Jimin! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,184,163~9~110~3339~https://www.youtube.com/watch?v=3DCitzoKwUxNk
[BANGTAN BOMB] Hunter Jungkook and V rabbit - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)  - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,407,297~9~110~3339~https://www.youtube.com/watch?v=3Dy6OmUIERrfQ
131103 =EC=A7=84 &amp; =EC=A0=95=EA=B5=AD~153,047~9~110~3339~https://www.youtube.com/watch?v=3DKSCHc9TODwo
[BANGTAN BOMB] Dancing Machine ohohoh - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~500,853~9~110~3339~https://www.youtube.com/watch?v=3DnuFvRLO0Ymo
[BANGTAN BOMB] Attack on BTS at dance practice~1,411,553~9~110~3339~https://www.youtube.com/watch?v=3Dkuc2TrjfOHo
[EPISODE] Be the BEST NEW ARTIST 2013 in Melon Music Awards~1,050,700~9~110~3339~https://www.youtube.com/watch?v=3DLRrMieKVLYA
[BANGTAN BOMB] N.O last day! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~423,408~9~110~3339~https://www.youtube.com/watch?v=3DVYpUkmIsWoE
[BANGTAN BOMB] taking a twitter group picture! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~424,385~9~110~3339~https://www.youtube.com/watch?v=3DcvsuQNeyp1g
131101 =EC=A7=80=EB=AF=BC~91,542~9~110~3339~https://www.youtube.com/watch?v=3DCIlbFt3NkBw
[CHOREOGRAPHY] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) '=EC=A7=84=EA=B2=A9=EC=9D=98 =EB=B0=A9=ED=83=84 (Attack on BTS)' Dance Practice~15,206,882~9~110~3339~https://www.youtube.com/watch?v=3DncRNKuwOEc0
[BANGTAN BOMB] Focus on Jimin's come-hither look - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~692,274~9~110~3339~https://www.youtube.com/watch?v=3Dqb0e7X0_LmM
[BANGTAN BOMB] V thinks Jungkook like baby! lol - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,505,818~9~110~3339~https://www.youtube.com/watch?v=3DjKNMRm64GfM
131102 =EC=A0=9C=EC=9D=B4=ED=99=89~84,122~9~110~3339~https://www.youtube.com/watch?v=3DJFaIOxvPOEY
131020 =EC=A0=95=EA=B5=AD~105,632~9~110~3339~https://www.youtube.com/watch?v=3Df5dCjbbuLy0
131021 V~144,104~9~110~3339~https://www.youtube.com/watch?v=3D1IuJKvxtEbQ
[BANGTAN BOMB] naughty boys V &amp; Jimin! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~3,022,981~9~110~3339~https://www.youtube.com/watch?v=3DxbmTZglkSgQ
131017 =EB=9E=A9=EB=AA=AC=EC=8A=A4=ED=84=B0~85,646~9~110~3339~https://www.youtube.com/watch?v=3DzXII5svk9KE
[Shout-out] =EC=88=98=EB=8A=A5=EB=B3=B4=EB=8A=94 =EC=95=84=EB=AF=B8=EB=93=A4 =ED=99=94=EC=9D=B4=ED=8C=85!~204,768~9~110~3339~https://www.youtube.com/watch?v=3DU8zTpYtODQk
[BANGTAN BOMB] BTS N.O lip-sync...? Dance..? - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~963,432~9~110~3339~https://www.youtube.com/watch?v=3DJYPzN6qt9Ho
[BANGTAN BOMB] Kings of Jump rope - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~7,636,341~9~110~3339~https://www.youtube.com/watch?v=3DaKWEK07c9ZE
[BANGTAN BOMB] Rapper Jimin &amp; V and Rap monster! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~599,678~9~110~3339~https://www.youtube.com/watch?v=3DgreZdsISDQY
131016 SUGA~107,088~9~110~3339~https://www.youtube.com/watch?v=3DSUUpU_c9Os4
[BANGTAN BOMB] Curious Cute Rapmonster &amp; j-hope - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~293,002~9~110~3339~https://www.youtube.com/watch?v=3DhNHTl1rBI0I
[BANGTAN BOMB] N.O (Trot ver.) by Jungkook and (Opera ver.) by BTS~10,244,082~9~110~3339~https://www.youtube.com/watch?v=3DQs2unC6IwBc
=EC=96=B4=EB=A5=B8=EC=95=84=EC=9D=B4 by =EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8~5,430,368~9~110~3339~https://www.youtube.com/watch?v=3DgByTGPuCVEE
[BANGTAN BOMB] j-hope's 'Push push' dance - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~515,895~9~110~3339~https://www.youtube.com/watch?v=3DxbscpcUGd2c
[EPISODE] BTS Letter to ARMY in Birthday party~430,628~9~110~3339~https://www.youtube.com/watch?v=3Ddsc4AJKZn7E
131012 =EC=A7=84~82,156~9~110~3339~https://www.youtube.com/watch?v=3DOXYCdUo4o9k
131013 =EC=A0=9C=EC=9D=B4=ED=99=89&amp;=EC=A7=80=EB=AF=BC~97,753~9~110~3339~https://www.youtube.com/watch?v=3DzPOt5onsppM
[BANGTAN BOMB] V's dance with 'kkomul kkomul' song~988,362~9~110~3339~https://www.youtube.com/watch?v=3D8yJnyilQAJA
[BANGTAN BOMB] Congratulations to Jimin! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~7,312,202~10~122~3704~https://www.youtube.com/watch?v=3D5M9ruwJIaXs
[BANGTAN BOMB] BTS does a funny imitation of V. - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,399,612~10~122~3704~https://www.youtube.com/watch?v=3D-1MQUQAPsK0
[BANGTAN BOMB] Saturday dancing time! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~597,225~10~122~3704~https://www.youtube.com/watch?v=3DOpKUc8IeUrc
[BANGTAN BOMB] Sleeping boys - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,545,114~10~122~3704~https://www.youtube.com/watch?v=3D84wa1B7l3rM
[BANGTAN BOMB] NEW BTS Uniform - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~452,380~10~122~3704~https://www.youtube.com/watch?v=3DyV1r9Kdqot0
[BANGTAN BOMB] Shy shy shy JungKook - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,370,605~10~122~3704~https://www.youtube.com/watch?v=3D2nZq1nqH_I0
130909 =EC=A7=80=EB=AF=BC~93,425~10~122~3704~https://www.youtube.com/watch?v=3D2J4nMh_kAUk
[BANGTAN BOMB] Jimin's 'GIRL'S DAY- FEMALE PRESIDENT' dance~7,543,092~10~122~3704~https://www.youtube.com/watch?v=3DQUry0K0KE78
[BANGTAN BOMB] Singing at standby time - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~620,625~10~122~3704~https://www.youtube.com/watch?v=3DCzo5owjVApg
Beautiful by =EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8~26,107,630~10~122~3704~https://www.youtube.com/watch?v=3Df9_sHgPVQgM
130908 =EC=A0=9C=EC=9D=B4=ED=99=89 &amp; V~119,282~10~122~3704~https://www.youtube.com/watch?v=3DCqFMELmj9Do
[BANGTAN BOMB] Concept trailer practice - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,505,583~10~122~3704~https://www.youtube.com/watch?v=3DXxGun4QQDz0
[BANGTAN BOMB] 1st Minialbum Comeback feeling - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~310,787~10~122~3704~https://www.youtube.com/watch?v=3DnkWtzugXJtY
130907 =EB=9E=A9=EB=AA=AC=EC=8A=A4=ED=84=B0 &amp; =EC=A0=95=EA=B5=AD~115,510~10~122~3704~https://www.youtube.com/watch?v=3DjF2o_8mkhm8
[BTS =EA=BF=80 FM 06.13] Congratulation of BTS 100 days !~1,044,577~10~122~3704~https://www.youtube.com/watch?v=3DDVwdEr4pJyw
130904 =EC=A7=84~82,088~10~122~3704~https://www.youtube.com/watch?v=3DSL90Pe2VZ4M
[EPISODE] BTS Surprise Birthday Party for Jung Kook!~6,454,771~10~122~3704~https://www.youtube.com/watch?v=3Duav5suskIZM
130829 =EC=A0=9C=EC=9D=B4=ED=99=89~86,858~10~122~3704~https://www.youtube.com/watch?v=3D6axIdOnSrBI
[EPISODE] BTS O! RUL8,2? Jacket shooting~562,590~10~122~3704~https://www.youtube.com/watch?v=3D5HwJPHACpbk
[EPISODE] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'N.O' MV shooting~1,435,869~10~122~3704~https://www.youtube.com/watch?v=3DKu6VsSAMxuU
130825 =EB=9E=A9=EB=AA=AC=EC=8A=A4=ED=84=B0~82,761~10~122~3704~https://www.youtube.com/watch?v=3DE4bzagMrGPk
130823 =EC=A7=80=EB=AF=BC~104,437~10~122~3704~https://www.youtube.com/watch?v=3DC5hu2XaWlzQ
SBS MTV =EC=8B=A0=EC=9D=B8=EC=99=95 =EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 - =EC=B1=84=EB=84=90=EB=B0=A9=ED=83=84 =EC=98=88=EA=B3=A0 (=EC=A0=95=EA=B5=AD ver)~1,060,708~10~122~3704~https://www.youtube.com/watch?v=3DqT3j9K3yo8M
SBS MTV =EC=8B=A0=EC=9D=B8=EC=99=95 =EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 - =EC=B1=84=EB=84=90=EB=B0=A9=ED=83=84 =EC=98=88=EA=B3=A0~160,990~10~122~3704~https://www.youtube.com/watch?v=3DpY2t2tt7Rek
130822 V~180,434~10~122~3704~https://www.youtube.com/watch?v=3DVxEzf8Lw-mY
=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 Comeback trailer~2,391,350~10~122~3704~https://www.youtube.com/watch?v=3DfglrRHHSO7A
130816 =EC=A0=95=EA=B5=AD~126,146~10~122~3704~https://www.youtube.com/watch?v=3DSUrCF7k7ogs
130807 SUGA~147,488~10~122~3704~https://www.youtube.com/watch?v=3Dkxarx7lCpmk
[BANGTAN BOMB] Sleeping beau...ty! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,035,251~10~122~3704~https://www.youtube.com/watch?v=3DbfEUTthX-us
[BANGTAN BOMB] j-hope &amp; Jungkook are Rapper! - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~747,277~10~122~3704~https://www.youtube.com/watch?v=3DyJHIMADPtno
[BANGTAN BOMB] BTS Dance time - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~914,061~10~122~3704~https://www.youtube.com/watch?v=3DcQ9Qv_D99Ug
[BANGTAN BOMB] BTS like BAAAM of Dynamic Duo - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,886,606~10~122~3704~https://www.youtube.com/watch?v=3D3oTqFEx_C2s
[BANGTAN BOMB] Q&amp;A Time in yellow post-it Room - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~391,479~10~122~3704~https://www.youtube.com/watch?v=3DZuK6GtNtoQY
130728 j hope~89,657~10~122~3704~https://www.youtube.com/watch?v=3DchnBPfL6MUg
[BANGTAN BOMB] Really Jimin is elder than Jungkook - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,636,858~10~122~3704~https://www.youtube.com/watch?v=3DQJIS2WNqV7o
[BANGTAN BOMB] BTS with helium-filled Balloon - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,728,642~10~122~3704~https://www.youtube.com/watch?v=3DEenqTqMz7dw
[BANGTAN BOMB] Singing Born Singer - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,514,153~10~122~3704~https://www.youtube.com/watch?v=3DKVnfFKXemrg
[BANGTAN BOMB] SUGA with basketball - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~683,020~10~122~3704~https://www.youtube.com/watch?v=3DDdEgJ_K15r8
130726  =EC=A7=84 &amp; =EC=A7=80=EB=AF=BC~145,293~10~122~3704~https://www.youtube.com/watch?v=3Dn_2pZsvHz_o
130724 =EB=9E=A9=EB=AA=AC=EC=8A=A4=ED=84=B0~88,851~10~122~3704~https://www.youtube.com/watch?v=3DV8RmTPnWVfA
=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8 =EC=8A=88=ED=8D=BC=EC=A3=BC=EB=8B=88=EC=96=B4 kiss the Radio =EB=B2=8C=EC=B9=99=EC=88=98=ED=96=89~286,735~10~122~3704~https://www.youtube.com/watch?v=3Dqneq_FzNLwE
[BANGTAN BOMB] Jungkook's sight - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~904,384~10~122~3704~https://www.youtube.com/watch?v=3D-7ifnkZB14g
[BANGTAN BOMB] Jimin's tumbling skill - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~4,103,891~10~122~3704~https://www.youtube.com/watch?v=3Dcb3u-bNbucE
[BANGTAN BOMB] Eye contact with Jin - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~942,257~10~122~3704~https://www.youtube.com/watch?v=3DX1jo1RielMw
130723 =EC=A7=80=EB=AF=BC~115,972~10~122~3704~https://www.youtube.com/watch?v=3D2-upjvoz0CI
130722 V~224,429~10~122~3704~https://www.youtube.com/watch?v=3DfxCHx89VCF0
[BANGTAN BOMB] HELLO! VJ Jin is back - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~458,732~10~122~3704~https://www.youtube.com/watch?v=3DWNgG_oCIIP4
[BANGTAN BOMB] V's hard dance practice - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~2,613,917~10~122~3704~https://www.youtube.com/watch?v=3Ds_TOJnV4vxU
SUGA=EC=9D=98 2 cool 4 skool Album review~469,963~10~122~3704~https://www.youtube.com/watch?v=3DMAjNiQcxQBs
[CHOREOGRAPHY] BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8) 'We Are Bulletproof Pt.2' dance practice~22,813,412~10~122~3704~https://www.youtube.com/watch?v=3DbV9Svms-LYY
[BANGTAN BOMB] =ED=83=9C=ED=83=9Cmagazine NEWS - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~619,831~10~122~3704~https://www.youtube.com/watch?v=3DzBnb-CXIr70
[BANGTAN BOMB] Jimin's see-through sleeveless shirt - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~888,009~10~122~3704~https://www.youtube.com/watch?v=3DqLkQWEHZ1A4
[BANGTAN BOMB] Jung kook is drawing &quot;=EC=A2=8B=EC=95=84=EC=9A=94&quot;~4,364,953~10~122~3704~https://www.youtube.com/watch?v=3DGF1Iru95O78
130718 =EC=A0=95=EA=B5=AD~417,259~10~122~3704~https://www.youtube.com/watch?v=3DV71OY0uWyMY
[BANGTAN BOMB] the happening in Changwon 2 : Icecream match - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~1,419,149~10~122~3704~https://www.youtube.com/watch?v=3DiI-k9rkZvtY
[BANGTAN BOMB] The happening in Changwon 1 : Watermelon - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~947,836~10~122~3704~https://www.youtube.com/watch?v=3D-8u0bV3P-o0
[BANGTAN BOMB] V's glasses - BTS (=EB=B0=A9=ED=83=84=EC=86=8C=EB=85=84=EB=8B=A8)~618,674~10~122~3704~https://www.youtube.com/watch?v=3DKMk_zPfJnZI
130713 =EC=A7=84~104,217~10~122~3704~https://www.youtube.com/watch?v=3DkIwJ2H8Ncbg
